componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"ECONOMIA MATEMATICA III","ECONO0020","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","PATRICIA PUGLIESI CARNEIRO","2N34 5N12","53","50","51","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"DINAMICA MACROECONOMICA","ECONO0013","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VERLANE ARAGAO SANTOS","3N34 6N12","25","50","25","REGULAR","01/03/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA INDUSTRIAL","ECONO0017","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DENISIA ARAUJO CHAGAS ALONSO","2N34 5N12","11","50","11","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMETRIA I","ECONO0022","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","OLINTO SILVEIRA ALVES FILHO","4N12 6N34","12","50","12","REGULAR","20/02/2021","CONSOLIDADA","PRESENCIAL"
"ANALISE MACROECONOMICA II","ECONO0110","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LUIZ ROGERIO DE CAMARGOS","2N12 4N34","35","50","36","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FORMACÃO SOCIOECONÔMICA DO BRASIL","ECONO0156","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CHRISTIANE SENHORINHA SOARES CAMPOS","3N12 5N34","31","50","31","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"MONOGRAFIA I","ECONO0172","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DEAN LEE HANSEN","4T34 6T56","16","50","16","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA REGIONAL E URBANA","ECONO0034","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RICARDO OLIVEIRA LACERDA DE MELO","35T34","23","50","23","REGULAR","02/03/2021","CONSOLIDADA","PRESENCIAL"
"ELABORACAO E ANALISE DE PROJETOS","ECONO0001","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JENIVAL ALVES RIBEIRO","26T34","24","50","25","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"INTRODUCAO A ANALISE ECONOMICA","ECONO0004","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SAMUEL FERNANDES LUCENA VAZ CURADO","36T34","9","50","45","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA MATEMATICA I","ECONO0018","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","PATRICIA PUGLIESI CARNEIRO","2T56 5T34","7","50","42","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA POLITICA I","ECONO0008","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VERLANE ARAGAO SANTOS","3T56 6T34","41","50","41","REGULAR","01/03/2021","CONSOLIDADA","PRESENCIAL"
"ANALISE MICROECONOMICA I","ECONO0015","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ELMER NASCIMENTO MATOS","2T34 4T56","29","50","30","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA MATEMATICA III","ECONO0020","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","OLINTO SILVEIRA ALVES FILHO","3T34 5T12","7","50","7","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"INTRODUCAO A ECONOMETRIA","ECONO0021","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FABIO RODRIGUES DE MOURA","4T12 5T56","46","50","47","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ANALISE MACROECONOMICA I","ECONO0109","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LUIZ ROGERIO DE CAMARGOS","2T56 5T34","49","50","49","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ANALISE MACROECONOMICA III","ECONO0012","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANTON PETER MULLER","2T34 4T56","26","50","26","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA INDUSTRIAL","ECONO0017","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DENISIA ARAUJO CHAGAS ALONSO","3T34 5T12","18","50","18","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMETRIA II","ECONO0023","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FABIO RODRIGUES DE MOURA","26T12","23","50","23","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA DO SETOR PUBLICO","ECONO0029","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCO ANTONIO JORGE","5T56 6T34","25","50","25","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA MONETARIA E FINANCEIRA","ECONO0129","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCO ANTONIO JORGE","4T34 6T56","26","50","27","REGULAR","22/02/2021","CONSOLIDADA","PRESENCIAL"
"ECONOMIA BRASILEIRA I","ECONO0157","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CHRISTIANE SENHORINHA SOARES CAMPOS","3T56 5T34","23","50","23","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA I","LETRI0001","TURMA 01","CAMPUS UNIVERSITARIO ALBERTO CARVALHO","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ADRIANA SACRAMENTO DE OLIVEIRA","5N1234","12","25","12","REGULAR","14/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE GERAL I","CONTA0028","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","GERLIS DE SOUZA BRITO","24N12","37","60","56","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE GERAL II","CONTA0029","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","WILDE GOMES ARAUJO","2N34 6N12","78","60","57","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE DE CUSTOS","CONTA0047","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ERATHOSTHENES MENEZES JUNIOR","4N12 6N34","25","55","24","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE COMERCIAL","CONTA0039","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","WALLACE SOUZA BARBOSA","26N34","111","66","65","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE RURAL","CONTA0043","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ELENILDO SANTOS BEZERRA","4N34 6N12","60","55","55","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE PÚBLICA I","CONTA0035","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDSON SOUZA DE JESUS","3N34 6N12","32","55","32","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE PÚBLICA II","CONTA0036","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDSON SOUZA DE JESUS","3N12 5N34","31","55","31","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE TRIBUTÁRIA I","CONTA0037","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SIRLEY MACLAINE DA GRAÇA","35N34","50","55","50","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE TRIBUTÁRIA II","CONTA0038","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SIRLEY MACLAINE DA GRAÇA","35N12","30","55","29","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICAS E ROTINAS CONTÁBEIS","CONTA0059","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FABIO PRADO DOS SANTOS SANTANA","24N1234","16","55","17","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE GERAL I","CONTA0028","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EGON JOSE MATEUS CELESTINO","24T34","36","60","61","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE GERAL I","CONTA0028","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","GERLIS DE SOUZA BRITO","24N34","35","60","53","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"CONTABILIDADE AMBIENTAL","CONTA0044","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","WALLACE SOUZA BARBOSA","24N12","22","55","22","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"INTRODUCAO A ADMINISTRACAO","ADM0002","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FLÁVIA LOPES PACHECO","3N34 5N12","18","25","22","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"SOCIOLOGIA DAS ORGANIZACOES","ADM0046","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","AUGUSTO CESAR VIEIRA DOS SANTOS","2N12 4N34","13","25","26","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ASTROFÍSICA GALÁCTICA","FISI0333","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RODRIGO GEORGETTI VIEIRA","24T12","6","35","6","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"BASES FÍSICAS DA MEDICINA NUCLEAR","FISI0319","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DIVANIZIA DO NASCIMENTO SOUZA","35T12","11","35","11","REGULAR","10/02/2021","CONSOLIDADA","PRESENCIAL"
"BASES FÍSICAS DA RADIOTERAPIA","FISI0317","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ALBERICO BLOHEM DE CARVALHO JUNIOR","35T34","12","35","12","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"BASES FÍSICAS DO RADIODIAGNÓSTICO","FISI0318","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCIA REGINA PEREIRA ATTIE","24T12","11","35","11","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"DIDÁTICA E METODOLOGIA DO ENSINO DE FÍSICA 1","FISI0281","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDVALDO ALVES DE SOUZA JUNIOR","3N12 5N34","44","35","35","REGULAR","24/02/2021","CONSOLIDADA","PRESENCIAL"
"DIDÁTICA E METODOLOGIA DO ENSINO DE FÍSICA 2","FISI0282","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SAMUEL RODRIGUES DE OLIVEIRA NETO","3N34 5N12","11","35","11","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"ELETRODINAMICA CLASSICA 1","FISI0292","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCOS VINICIUS DOS SANTOS REZENDE","35T56","29","40","29","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE FÍSICA 1","FISI0308","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JHON FREDY MARTINEZ AVILA","","7","20","5","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE FÍSICA 2","FISI0309","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ALBERICO BLOHEM DE CARVALHO JUNIOR","","2","20","3","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE FÍSICA 3","FISI0310","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANA FIGUEIREDO MAIA","","8","20","6","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE FÍSICA 4","FISI0311","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CESAR MOURA NASCIMENTO","","5","20","3","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM FÍSICA MÉDICA","FISI0205","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DIVANIZIA DO NASCIMENTO SOUZA","","1","15","1","REGULAR","08/04/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM FÍSICA MÉDICA 2","FISI0325","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DIVANIZIA DO NASCIMENTO SOUZA","","1","15","1","REGULAR","29/12/2021","CONSOLIDADA","PRESENCIAL"
"ESTRUTURA DA MATÉRIA 1","FISI0275","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIO EVERALDO DE SOUZA","24N12","9","35","9","REGULAR","07/03/2021","CONSOLIDADA","PRESENCIAL"
"ESTRUTURA DA MATÉRIA 2","FISI0276","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MILAN LALIC","35N12","5","35","5","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTRUTURA DA MATÉRIA 2","FISI0276","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MILAN LALIC","24T34","5","35","5","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"EVOLUÇÃO DAS IDEIAS DA FÍSICA","FISI0287","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCOS ANTONIO COUTO DOS SANTOS","2N34 4N12","8","35","8","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDISON JESUS RAMIREZ PLAZA","24T34","50","45","36","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIO ERNESTO GIROLDO VALERIO, EDUILY BENVINDO VAZ FREIRE, TATIANE STRELOW LILGE, ZELIA SOARES MACEDO","35M34","96","35","35","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 10","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCIA REGINA PEREIRA ATTIE","3N34 5N12","75","35","35","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ZELIA SOARES MACEDO, TATIANE STRELOW LILGE, EDUILY BENVINDO VAZ FREIRE, MARIO ERNESTO GIROLDO VALERIO","24T12","50","35","36","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ZELIA SOARES MACEDO, ANDERSON LIRA DE SALES SANTOS, EDUILY BENVINDO VAZ FREIRE, MARIO ERNESTO GIROLDO VALERIO","35M56","83","35","35","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 1","FISI0260","TURMA 08","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIO ERNESTO GIROLDO VALERIO, ZELIA SOARES MACEDO, ANDERSON LIRA DE SALES SANTOS, TATIANE STRELOW LILGE","35T34","126","35","35","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 2","FISI0261","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","NELSON ORLANDO MORENO SALAZAR","24T34","46","50","47","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 2","FISI0261","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","NELSON ORLANDO MORENO SALAZAR","2N12 4N34","50","50","52","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 2","FISI0261","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","STOIAN IVANOV ZLATEV","35T12","19","35","21","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 2","FISI0261","TURMA 08","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","STOIAN IVANOV ZLATEV","35T56","4","35","5","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 2","FISI0261","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EMERSON LUIS DE SANTA HELENA","24M56","38","35","35","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANDREI SMIRNOV","24M34","12","35","11","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANDREI SMIRNOV","24M56","4","36","4","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 14","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JOSE JOATAN RODRIGUES JUNIOR","46M34","28","35","28","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ROGERIO MACHADO","35M56","33","35","34","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ROGERIO MACHADO","35T12","39","40","41","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 09","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FREDERICO GUILHERME DE CARVALHO CUNHA","35T56","51","30","33","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 10","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ROGERIO MACHADO","3N12 5N34","23","35","23","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FISICA 3","FISI0262","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","PETRUCIO BARROZO DA SILVA","24T34","11","35","11","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
