componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"FISIOTERAPIA EM ORTOPEDIA E TRAUMATOLOGIA","FISTR0063","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 1 - 004<br/>2 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO<br/>4 - 07:00h-08:50h SALA DE AULA - DID 1 - 004","2019","1","29/04/2019","09/09/2019","SIMONE DE SOUZA NASCIMENTO, MIBURGE BOLIVAR GOIS JUNIOR","2M1234 4M12","20","23","20","REGULAR","04/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM ORTOPEDIA E TRAUMATOLOGIA","FISTR0063","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 1 - 004<br/>4 - 07:00h-08:50h SALA DE AULA - DID 1 - 004<br/>4 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO","2019","1","29/04/2019","09/09/2019","SIMONE DE SOUZA NASCIMENTO, MIBURGE BOLIVAR GOIS JUNIOR","2M12 4M1234","19","22","19","REGULAR","04/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM PEDIATRIA","FISTR0061","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 1 - 008<br/>3 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 007","2019","1","29/04/2019","09/09/2019","ROSEMEIRE DANTAS DE ALMEIDA","3M1234 5M12","21","20","20","REGULAR","05/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM PEDIATRIA","FISTR0061","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 1 - 008<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 007<br/>5 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO","2019","1","29/04/2019","09/09/2019","ROSEMEIRE DANTAS DE ALMEIDA","3M12 5M1234","15","18","17","REGULAR","05/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM PNEUMOLOGIA","FISTR0062","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 1 - 007<br/>5 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 02 - CAMPUS SÃO CRISTÓVÃO<br/>5 - 11:00h-12:50h SALA DE AULA - DID 1 - 001","2019","1","29/04/2019","09/09/2019","VITOR OLIVEIRA CARVALHO","3M56 5M3456","18","17","17","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM PNEUMOLOGIA","FISTR0062","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 02 - CAMPUS SÃO CRISTÓVÃO<br/>3 - 11:00h-12:50h SALA DE AULA - DID 1 - 007<br/>5 - 11:00h-12:50h SALA DE AULA - DID 1 - 001","2019","1","29/04/2019","09/09/2019","VITOR OLIVEIRA CARVALHO","3M3456 5M56","17","17","17","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM REUMATOLOGIA E GERIATRIA","FISTR0068","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h SALA DE AULA - DID 1 - 004<br/>5 - 07:00h-08:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO","2019","1","29/04/2019","09/09/2019","OLGA SUELI MARQUES MOREIRA","3M3456 5M12","8","18","9","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM REUMATOLOGIA E GERIATRIA","FISTR0068","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO<br/>3 - 09:00h-12:50h SALA DE AULA - DID 1 - 004","2019","1","29/04/2019","09/09/2019","OLGA SUELI MARQUES MOREIRA","3M123456","25","18","19","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA HOSPITALAR E BIOSSEGURANCA","FISTR0050","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","7 - 07:00h-08:50h SALA DE AULA - DID 5 - 101","2019","1","29/04/2019","09/09/2019","PAULA MICHELE DOS SANTOS LEITE","7M12","13","55","61","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA NAS DISFUNCOES DA ATM E TRAUMAS FACE","FISTR0089","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 13:00h-16:50h SALA DE AULA - DID 1 - 105","2019","1","29/04/2019","09/09/2019","THAÍS ALVES BARRETO PEREIRA","5T1234","18","50","18","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA PREVENTIVA E COMUNITARIA","FISTR0070","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 1 - 009","2019","1","29/04/2019","09/09/2019","ANA SILVIA MOCCELLIN","5M3456","30","50","32","REGULAR","05/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM ONCOLOGIA","FISTR0069","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO<br/>2 - 09:00h-10:50h SALA DE AULA - DID 1 - 003","2019","1","29/04/2019","09/09/2019","MARIANA TIROLLI RETT BERGAMASCO","2M1234","11","15","12","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA EM ONCOLOGIA","FISTR0069","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h SALA DE AULA - DID 1 - 003<br/>2 - 11:00h-12:50h DFT - LABORATÓRIO DE FISIOTERAPIA 01 - CAMPUS SÃO CRISTÓVÃO","2019","1","29/04/2019","09/09/2019","MARIANA TIROLLI RETT BERGAMASCO","2M3456","15","15","15","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE FISIOTERAPIA","FISTR0048","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 3 - 106","2019","1","29/04/2019","09/09/2019","EVALEIDE DINIZ DE OLIVEIRA","5M3456","12","55","60","REGULAR","17/09/2019","CONSOLIDADA","PRESENCIAL"
"METODOLOGIA CIENTIFICA EM FISIOTERAPIA","FISTR0059","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 1 - 012","2019","1","29/04/2019","09/09/2019","JOSIMARI MELO DE SANTANA","2M56","46","50","46","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 01","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2019","1","29/04/2019","09/09/2019","OLGA SUELI MARQUES MOREIRA, KARINA LAURENTI SATO, JADER PEREIRA DE FARIAS NETO, WALDERI MONTEIRO DA SILVA JUNIOR","2345T123456  2345N1",,"15","8","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 02","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2019","1","29/04/2019","09/09/2019","VITOR OLIVEIRA CARVALHO, KARINA LAURENTI SATO, SIMONE DE SOUZA NASCIMENTO, JULIANA DE GOÉS JORGE","2345T123456  2345N1",,"15","12","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 03","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2019","1","29/04/2019","09/09/2019","MARIANA TIROLLI RETT BERGAMASCO, JADER PEREIRA DE FARIAS NETO, KARINA LAURENTI SATO, PAULO AUTRAN LEITE LIMA","2345T123456  2345N1",,"15","5","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA I","FISTR0077","TURMA 04","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2019","1","29/04/2019","09/09/2019","ROSEMEIRE DANTAS DE ALMEIDA, WALDERI MONTEIRO DA SILVA JUNIOR, VITOR OLIVEIRA CARVALHO, ANA SILVIA MOCCELLIN","2345T123456  2345N1",,"15","9","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"PRATICA SUPERVISIONADA II","FISTR0078","TURMA 01","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2019","1","29/04/2019","09/09/2019","MARIA GORETTI FERNANDES, ANA SILVIA MOCCELLIN, ROSEMEIRE DANTAS DE ALMEIDA, KARINA LAURENTI SATO","2345T123456  2345N1",,"15","5","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"TOPICOS ESPECIAIS DE METODOS E TECNICAS DE AVALIAÇÃO FISIOTERAPÊUTICA","FISTR0083","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 13:00h-16:50h SALA DE AULA - DID 1 - 006","2019","1","29/04/2019","09/09/2019","PRISCILA DE ARAUJO GARCEZ","6T1234","16","50","16","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"ANÁLISE DO DISCURSO I","LETRV0075","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h SALA DE AULA - DID 1 - 108","2019","1","29/04/2019","09/09/2019","GILVAN SANTANA DE JESUS","4N1234","46","50","50","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA I","LETRV0088","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 4 - 002","2019","1","29/04/2019","09/09/2019","FLÁVIO PASSOS SANTANA","2N1234","52","52","54","REGULAR","16/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA II","LETRV0091","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-10:50h SALA DE AULA - DID 5 - 111<br/>6 - 09:00h-12:50h SALA DE AULA - DID 3 - 018","2019","1","29/04/2019","09/09/2019","CATIANA SANTOS CORREIA SANTANA","3M1234 6M3456","18","50","18","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA II","LETRV0091","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-10:50h SALA DE AULA - DID 6 - 111<br/>6 - 07:00h-10:50h Local a definir","2019","1","29/04/2019","09/09/2019","TAYSA MERCIA DOS SANTOS SOUZA DAMACENO","46M1234","27","50","27","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA II","LETRV0091","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-16:50h SALA DE AULA - DID 5 - 110<br/>6 - 13:00h-16:50h Local a definir","2019","1","29/04/2019","09/09/2019","TAYSA MERCIA DOS SANTOS SOUZA DAMACENO","46T1234","29","50","33","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA II","LETRV0091","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h CODAP - COLÉGIO DE APLICAÇÃO ALA A - 005<br/>5 - 18:50h-22:20h CODAP - COLÉGIO DE APLICAÇÃO ALA A - 005","2019","1","29/04/2019","09/09/2019","JOSE RICARDO CARVALHO DA SILVA","45N1234","14","50","13","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA PORTUGUESA III","LETRV0083","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 3 - 018<br/>5 - 13:00h-16:50h Local a definir","2019","1","29/04/2019","09/09/2019","TAYSA MERCIA DOS SANTOS SOUZA DAMACENO","5T1234  2N1234","33","50","35","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO GERAL","LETRV0082","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-08:50h SALA DE AULA - DID 3 - 104<br/>6 - 07:00h-08:50h SALA DE AULA - DID 3 - 104","2019","1","29/04/2019","09/09/2019","CATIANA SANTOS CORREIA SANTANA","46M12","38","50","40","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO GERAL","LETRV0082","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-16:50 SALA DE AULA - DID 1 - 002","2019","1","29/04/2019","09/09/2019","MARILEIA SILVA DOS REIS","4T1234","38","50","37","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO GERAL","LETRV0082","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 1 - 006<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 009","2019","1","29/04/2019","09/09/2019","CATIANA SANTOS CORREIA SANTANA","2M56 5M12","29","50","32","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"EXPERIÊNCIA DE CRIAÇÃO LITERÁRIA","LETRV0104","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-18:50h SALA DE AULA - DID 1 - 007","2019","1","29/04/2019","09/09/2019","FERNANDO DE MENDONCA","2T3456","62","10","14","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"FILOLOGIA ROMÂNICA","LETRV0066","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-20:30h SALA DE AULA - DID 5 - 007<br/>3 - 20:40h-22:20h SALA DE AULA - DID 5 - 111","2019","1","29/04/2019","09/09/2019","JOSE RAIMUNDO GALVAO","2N12 3N34","55","50","53","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FONOLOGIA DA LÍNGUA PORTUGUESA","LETRV0057","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-08:50h SALA DE AULA - DID 5 - 002<br/>6 - 09:00h-10:50h SALA DE AULA - DID 5 - 001","2019","1","29/04/2019","09/09/2019","DENISE PORTO CARDOSO","4M12 6M34","37","50","57","REGULAR","03/09/2019","CONSOLIDADA","PRESENCIAL"
"FONOLOGIA DA LÍNGUA PORTUGUESA","LETRV0057","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 20:40h-22:20h SALA DE AULA - DID 5 - 005<br/>6 - 18:50h-20:30h SALA DE AULA - DID 1 - 013","2019","1","29/04/2019","09/09/2019","ANTÔNIO FÉLIX DE SOUZA NETO","4N34 6N12","37","50","61","REGULAR","17/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DA LÍNGUA LATINA","LETRV0061","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 6 - 109<br/>3 - 07:00h-08:50h SALA DE AULA - DID 1 - 013","2019","1","29/04/2019","09/09/2019","JOSE RAIMUNDO GALVAO","2M56 3M12","20","50","53","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DA LÍNGUA LATINA","LETRV0061","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 13:00h-14:50h SALA DE AULA - DID 6 - 105<br/>3 - 13:00h-14:50h SALA DE AULA - DID 6 - 110","2019","1","29/04/2019","09/09/2019","JOSE RAIMUNDO GALVAO","23T12","26","50","56","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DA LÍNGUA LATINA","LETRV0061","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h SALA DE AULA - DID 1 - 013<br/>3 - 09:00h-10:50h SALA DE AULA - DID 6 - 108","2019","1","29/04/2019","09/09/2019","JOSE RAIMUNDO GALVAO","23M34","7","50","51","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE LITERATURA PORTUGUESA","LETRV0106","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 17:00h-18:50h SALA DE AULA - DID 6 - 110<br/>6 - 17:00h-18:50h SALA DE AULA - DID 6 - 111","2019","1","29/04/2019","09/09/2019","ANA MARIA VASCONCELOS MARTINS DE CASTRO","46T56","79","50","64","REGULAR","21/08/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE LITERATURA PORTUGUESA","LETRV0106","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 6 - 108<br/>5 - 11:00h-12:50h SALA DE AULA - DID 6 - 109","2019","1","29/04/2019","09/09/2019","MARIA LEONIA GARCIA COSTA CARVALHO","25M56","47","50","45","REGULAR","01/10/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE LITERATURA PORTUGUESA","LETRV0106","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 18:50h-22:20h SALA DE AULA - DID 6 - 108","2019","1","29/04/2019","09/09/2019","MARCUS VINÍCIUS LIMA ARIMATEA PRADO SANTOS","6N1234","47","50","49","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS PARA O ENSINO DA LEITURA E DA ESCRITA","LETRV0085","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 18:50h-22:20h SALA DE AULA - DID 6 - 105","2019","1","29/04/2019","09/09/2019","MARIA LEONIA GARCIA COSTA CARVALHO","5N1234","70","50","59","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS PARA O ENSINO DE ALFABETIZAÇÃO","LETRV0112","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-10:50h SALA DE AULA - DID 6 - 015","2019","1","29/04/2019","09/09/2019","RAQUEL MEISTER KO FREITAG","2M1234","52","50","50","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA LÍNGUA PORTUGUESA","LETRV0058","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h SALA DE AULA - DID 1 - 013<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 013","2019","1","29/04/2019","09/09/2019","ANTONIO PONCIANO BEZERRA","3M34 5M12","32","50","62","REGULAR","01/10/2019","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA LÍNGUA PORTUGUESA","LETRV0058","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-22:20h SALA DE AULA - DID 5 - 108","2019","1","29/04/2019","09/09/2019","RENATA FERREIRA COSTA BONIFÁCIO","3N1234","63","50","67","REGULAR","08/09/2019","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DAS IDEIAS LINGUÍSTICAS","LETRV0100","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h SALA DE AULA - DID 1 - 011<br/>4 - 17:00h-18:50h SALA DE AULA - DID 3 - 006","2019","1","29/04/2019","09/09/2019","WILTON JAMES BERNARDO DOS SANTOS","24T56","13","50","24","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO ÀS TEORIAS DO DISCURSO","LETRV0069","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 6 - 105<br/>5 - 09:00h-10:50h SALA DE AULA - DID 6 - 107","2019","1","29/04/2019","09/09/2019","FLAVIA FERREIRA DA SILVA ROCHA","3M56 5M34","65","50","62","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO ÀS TEORIAS DO DISCURSO","LETRV0069","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 20:40h-22:20h SALA DE AULA - DID 6 - 113<br/>4 - 18:50h-20:30h SALA DE AULA - DID 5 - 002","2019","1","29/04/2019","09/09/2019","WILTON JAMES BERNARDO DOS SANTOS","2N34 4N12","67","50","55","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE CRÍTICA LITERÁRIA","LETRV0089","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 1 - 005<br/>5 - 11:00h-12:50h SALA DE AULA - DID 1 - 005","2019","1","29/04/2019","09/09/2019","CARLOS EDUARDO JAPIASSU DE QUEIROZ","35M56","27","50","29","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE CRÍTICA LITERÁRIA","LETRV0089","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h SALA DE AULA - DID 6 - 107","2019","1","29/04/2019","09/09/2019","ALEXANDRE DE MELO ANDRADE","4N1234","24","50","26","REGULAR","08/09/2019","CONSOLIDADA","PRESENCIAL"
