componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"MÉTODOS MATEMÁTICOS","PPGE0046","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","OLINTO SILVEIRA ALVES FILHO","4M3456","9","20","5","REGULAR","27/06/2022","CONSOLIDADA","PRESENCIAL"
"CONVERSÃO DE ENERGIA SOLAR FOTOVOLTAICA","ELETR0078","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","DOUGLAS BRESSAN RIFFEL","6T1234","12","15","12","REGULAR","05/07/2022","CONSOLIDADA","PRESENCIAL"
"MACROECONOMIA I","PPGE0004","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","THIAGO HENRIQUE CARNEIRO RIOS LOPES","5M3456","9","20","5","REGULAR","23/08/2022","CONSOLIDADA","PRESENCIAL"
"VISÃO COMPUTACIONAL","ELETR0064","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","EDUARDO OLIVEIRA FREIRE","35T34","14","20","10","REGULAR","11/08/2022","CONSOLIDADA","PRESENCIAL"
"ECONOMETRIA II","PPGE0013","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","FABIO RODRIGUES DE MOURA","5T3456","10","20","8","REGULAR","08/07/2022","CONSOLIDADA","PRESENCIAL"
"MÉTODOS EM ECONOMIA REGIONAL E URBANA","PPGE0010","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","LUIZ CARLOS DE SANTANA RIBEIRO","6T3456","9","20","5","REGULAR","16/08/2022","CONSOLIDADA","PRESENCIAL"
"CORPO E EDUCAÇÃO","NPGED0235","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","FABIO ZOBOLI, DINAMARA GARCIA FELDENS","2N1234","25","40","24","REGULAR","14/06/2022","CONSOLIDADA","PRESENCIAL"
"FORMAÇÃO DE EDUCADORES","NPGED0110","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","LUIZ ANSELMO MENEZES SANTOS","3M2345","15","40","14","REGULAR","15/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA I","NPGED0222","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","JOSEFA ELIANA SOUZA","3M2345","5","40","5","REGULAR","18/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA II","NPGED0260","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","JOSEFA ELIANA SOUZA","3T2345","5","40","5","REGULAR","18/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA I","NPGED0222","TURMA 02","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARILENE BATISTA DA CRUZ NASCIMENTO","4T2345","23","40","23","REGULAR","25/07/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA II","NPGED0260","TURMA 02","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARIA INEZ OLIVEIRA ARAUJO, ALINE LIMA DE OLIVEIRA NEPOMUCENO","6M1234","13","40","13","REGULAR","12/07/2022","CONSOLIDADA","PRESENCIAL"
"ESTUDOS COMPARADOS EM EDUCAÇÃO","NPGED0226","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","PAULO ROBERTO BOA SORTE SILVA","6N1234","7","40","7","REGULAR","30/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA I","NPGED0222","TURMA 04","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","VELEIDA ANAHI CAPUA DA SILVA CHARLOT","5T2345","6","40","5","REGULAR","17/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA II","NPGED0260","TURMA 03","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","BERNARD JEAN JACQUES CHARLOT","5T2345","3","40","3","REGULAR","17/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA I","NPGED0222","TURMA 05","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARIA HELENA SANTANA CRUZ","2M2345","5","40","5","REGULAR","24/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA II","NPGED0260","TURMA 04","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARIA HELENA SANTANA CRUZ","2T2345","5","40","5","REGULAR","24/06/2022","CONSOLIDADA","PRESENCIAL"
"EMPREENDEDORISMO E INOVAÇÃO","PPGCI0049","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","11/03/2022","29/04/2022","MATHEUS PEREIRA MATTOS FELIZOLA","6T6  6N1234","11","20","12","REGULAR","20/05/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO","PPGCI0042","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","10/03/2022","05/05/2022","EMERSON CLEISTER LIMA MUNIZ","5N1234","12","20","14","REGULAR","31/05/2022","CONSOLIDADA","PRESENCIAL"
"MÉTODOS E TÉCNICAS DE PESQUISA CIENTÍFICA E TECNOLÓGICA","COMPU0046","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","GILTON JOSÉ FERREIRA DA SILVA","3T1234","16","30","15","REGULAR","24/06/2022","CONSOLIDADA","PRESENCIAL"
"EDUCAÇÃO E ACESSIBILIDADE EM UNIDADES DE INFORMAÇÃO","PPGCI0047","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","25/04/2022","CRISTINA DE ALMEIDA VALENCA CUNHA BARROSO","2T6  2N1234","7","14","7","REGULAR","24/05/2022","CONSOLIDADA","PRESENCIAL"
"SISTEMAS DISTRIBUÍDOS","COMPU0005","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","RAFAEL OLIVEIRA VASCONCELOS","4T56  4N12","18","30","18","REGULAR","20/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIOS ACADÊMICOS SEMANAIS I","COMPU0052","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ADMILSON DE RIBAMAR LIMA RIBEIRO","3T56","18","50","17","REGULAR","15/06/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM CIÊNCIA DA INFORMAÇÃO","PPGCI0041","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","09/03/2022","27/04/2022","RENATA FERREIRA COSTA BONIFÁCIO","4T6  4N1234","6","14","6","REGULAR","05/05/2022","CONSOLIDADA","PRESENCIAL"
"APRENDIZADO DE MÁQUINA","COMPU0043","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","LEONARDO NOGUEIRA MATOS","5T1234","15","30","13","REGULAR","29/07/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM CIÊNCIA DA INFORMAÇÃO","PPGCI0041","TURMA 02","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","19/03/2022","13/05/2022","ALESSANDRA DOS SANTOS ARAUJO","7T5  6N1234","1","16","0","REGULAR",,"CANCELADA","PRESENCIAL"
"HISTÓRIA EM QUADRINHOS E LEITURA CRÍTICA PARA PROFISSIONAIS DA INFORMAÇÃO","PPGCI0040","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","05/04/2022","24/05/2022","VALERIA APARECIDA BARI","3T6  3N1234","3","14","3","REGULAR","22/06/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS AVANÇADOS EM ENGENHARIA DE SOFTWARE E SISTEMAS DE INFORMAÇÃO II","COMPU0060","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","FÁBIO GOMES ROCHA","5N1234","8","30","8","REGULAR","30/06/2022","CONSOLIDADA","PRESENCIAL"
"FÍSICA ESTATÍSTICA","FISIC0010","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","LUCIANO CASARINI","24M345","7","20","7","REGULAR","20/05/2022","CONSOLIDADA","PRESENCIAL"
"PROCESSOS RADIATIVOS","FISIC0246","TURMA 01","NÃO INFORMADO","Local a Definir","2022","1","07/03/2022","18/06/2022","RODRIGO GEORGETTI VIEIRA","25M345","1","5","0","REGULAR",,"ABERTA","PRESENCIAL"
"FÍSICA DOS MATERIAIS","FISIC0196","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARCELO ANDRADE MACEDO","35M12","1","1","1","REGULAR","21/06/2022","CONSOLIDADA","PRESENCIAL"
"FÍSICA DOS MATERIAIS","FISIC0196","TURMA 02","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","DIVANIZIA DO NASCIMENTO SOUZA","3M1234","4","4","4","REGULAR","07/06/2022","CONSOLIDADA","PRESENCIAL"
"TEORIA DA HISTÓRIA","PROFH0001","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ANDREZA SANTOS CRUZ MAYNARD, ITAMAR FREITAS DE OLIVEIRA, JOSE VIEIRA DA CRUZ","2M2345","19","38","19","REGULAR","22/07/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO ENSINO DE HISTÓRIA","PROFH0002","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","FÁBIO ALVES DOS SANTOS","2T1234","19","25","19","REGULAR","22/06/2022","CONSOLIDADA","PRESENCIAL"
"QUESTÃO SOCIAL, SUJEITOS POLÍTICOS E SERVIÇO SOCIAL","SERVI0034","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","NAILSA MARIA SOUZA ARAUJO","3T56  3N12","19","25","16","REGULAR","22/06/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM POLÍTICA SOCIAL E SERVIÇO SOCIAL","SERVI0038","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","VANIA CARVALHO SANTOS","2T2345","5","20","5","REGULAR","21/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO DE PESQUISA CIENTÍFICA, TECNOLÓGICA E GESTÃO EM SAÚDE I","PPGITS0034","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","13/06/2022","14/06/2022","MÁRCIA FERREIRA CÂNDIDO DE SOUZA","23T123456  2N1234",,"10","0","REGULAR",,"ABERTA","PRESENCIAL"
"FUNDAMENTOS DO SERVIÇO SOCIAL","SERVI0057","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","09/04/2022","MARIA DA CONCEICAO VASCONCELOS GONCALVES, ALBANY MENDONÇA SILVA","45T6 6T2345  45N123","13","15","12","REGULAR","14/07/2022","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DA POLÍTICA SOCIAL","SERVI0058","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","16/05/2022","18/06/2022","PAULO ROBERTO FELIX DOS SANTOS","45T56 6T2345  45N12","26","30","25","REGULAR","23/07/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICO ESPECIAL EM ENSINO DE HISTÓRIA I","PROFH0035","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARIZETE LUCINI","3M2345","21","30","21","REGULAR","29/06/2022","CONSOLIDADA","PRESENCIAL"
"AVANÇOS EM BIOFÍSICA","PROBI0007","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","CARLA MARIA LINS DE VASCONCELOS","3M34","3","10","3","REGULAR","27/06/2022","CONSOLIDADA","PRESENCIAL"
"BIOQUÍMICA AVANÇADA","PROBI0010","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","CHARLES DOS SANTOS ESTEVAM","4T34","3","10","3","REGULAR","27/07/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIOS EM BIOTECNOLOGIA I","PROBI0006","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","DANIEL PEREIRA DA SILVA, BRANCILENE SANTOS DE ARAUJO, TIAGO BRANQUINHO OLIVEIRA","4T56","1","15","1","REGULAR","07/07/2022","CONSOLIDADA","PRESENCIAL"
"CULTURA DE TECIDOS E CÉLULAS ANIMAIS E VEGETAIS","PROBI0012","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","BRANCILENE SANTOS DE ARAUJO","5T23","5","10","5","REGULAR","07/07/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM HISTÓRIA DA IGREJA, DAS RELIGIÕES E DAS RELIGIOSIDADES","PROH0018","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","MARCOS SILVA","3N1234","5","20","5","REGULAR","15/06/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM MEMÓRIA E IDENTIDADE","PROH0017","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ANTONIO FERNANDO DE ARAUJO SA","6T3456","10","20","9","REGULAR","27/06/2022","CONSOLIDADA","PRESENCIAL"
"HELMINTOLOGIA","BIOPA0034","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","12/04/2022","VICTOR FERNANDO SANTANA LIMA","3M12345","7","10","7","REGULAR","04/05/2022","CONSOLIDADA","PRESENCIAL"
"METODOLOGIA DA PESQUISA","BIOPA0008","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","VERA LUCIA CORREIA FEITOSA","4M45","7","10","7","REGULAR","15/06/2022","CONSOLIDADA","PRESENCIAL"
"BIOESTATÍSTICA","BIOPA0024","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","JOSE RODRIGO SANTOS SILVA","5M345","9","10","9","REGULAR","25/06/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIOS I","BIOPA0039","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ANA ANDREA TEIXEIRA BARBOSA","6M2","7","10","7","REGULAR","21/06/2022","CONSOLIDADA","PRESENCIAL"
"CIÊNCIA DOS MATERIAIS","MATER0089","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","EDUARDO KIRINUS TENTARDINI","3M2345  3N12","20","40","19","REGULAR","21/06/2022","CONSOLIDADA","PRESENCIAL"
"PROPRIEDADES MECÂNICAS DOS MATERIAIS","MATER0097","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","SANDRO GRIZA","2M2345  2N12","17","40","17","REGULAR","10/06/2022","CONSOLIDADA","PRESENCIAL"
"CONCEITOS FUNDAMENTAIS DE FISIOLOGIA CELULAR E BIOQUÍMICA","FISIO0061","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","01/04/2022","CARLA MARIA LINS DE VASCONCELOS, CHARLES DOS SANTOS ESTEVAM, SANDRA LAUTON SANTOS, MURILO MARCHIORO","2M23456 3M51 4M1  3N234 4N2341","14","20","13","REGULAR","10/08/2022","CONSOLIDADA","PRESENCIAL"
"CONCEITOS FUNDAMENTAIS EM FISIOLOGIA: CONTROLE NEURAL E HUMORAL DOS SISTEMAS BIOLÓGICOS","FISIO0062","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","04/04/2022","30/04/2022","LÍVIA CRISTINA RODRIGUES FERREIRA LINS, DANIEL BADAUE PASSOS JUNIOR, DANILO LUSTRINO BORGES, JOSE RONALDO DOS SANTOS","2M234561 3M2341 4M2156","15","20","14","REGULAR","18/07/2022","CONSOLIDADA","PRESENCIAL"
"CONCEITOS EM FARMACOLOGIA: MECANISMOS DE AÇÃO DOS FÁRMACOS NOS SISTEMAS BIOLÓGICOS","FISIO0063","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","02/05/2022","31/05/2022","ENILTON APARECIDO CAMARGO, RENATA GRESPAN","2M123456 3M1234 4M12  34T12","17","20","15","REGULAR","11/07/2022","CONSOLIDADA","PRESENCIAL"
"MATERIAIS CERÂMICOS","MATER0105","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ROSANE MARIA PESSOA BETANIO OLIVEIRA","7M23  3T1234","5","20","5","REGULAR","22/06/2022","CONSOLIDADA","PRESENCIAL"
"TERMODINÂMICA DOS MATERIAIS","MATER0090","TURMA 01","NÃO INFORMADO","5 - 08:00h-12:00 Mini-auditório do P2CEM<br />5 - 19:00h-21:00 Local a Definir","2022","1","07/03/2022","18/06/2022","IARA DE FATIMA GIMENEZ, LUIS EDUARDO ALMEIDA","5M2345  5N12","6","20","3","REGULAR","02/08/2022","CONSOLIDADA","PRESENCIAL"
"CORROSÃO","MATER0113","TURMA 01","NÃO INFORMADO","5 - 08:00h-12:00 Sala 09 (DCEM/P2CEM)<br />5 - 19:00h-21:00 Local a Definir","2022","1","07/03/2022","18/06/2022","SANDRA ANDREIA STWART DE ARAUJO SOUZA, MICHELLE CARDINALE SOUZA SILVA MACEDO","5M2345  5N12","5","20","5","REGULAR","16/06/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM ENSAIOS E CARACTERIZAÇÃO","MATER0126","TURMA 01","NÃO INFORMADO","5 - 13:00h-17:00 Mini-auditório do P2CEM","2022","1","07/03/2022","18/06/2022","EULER ARAUJO DOS SANTOS","5T1234","5","20","5","REGULAR","01/07/2022","CONSOLIDADA","PRESENCIAL"
"TÉCNICAS DE OTIMIZAÇÃO EM SISTEMAS DE ENGENHARIA","ELETR0050","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","JANIO COUTINHO CANUTO","35T12","12","15","12","REGULAR","11/07/2022","CONSOLIDADA","PRESENCIAL"
"ASPECTOS SOCIAIS E EPIDEMIOLÓGICOS DA SAÚDE","PRODO0047","TURMA 01","NÃO INFORMADO","Local a Definir","2022","1","09/03/2022","18/05/2022","REGIANE CRISTINA DO AMARAL","4M234","3","4","3","REGULAR","26/05/2022","CONSOLIDADA","PRESENCIAL"
"BIOESTATÍSTICA","PRODO0039","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","WILTON MITSUNARI TAKESHITA","4T123456","1","4","1","REGULAR","15/06/2022","CONSOLIDADA","PRESENCIAL"
"CULTURA, SOCIEDADE E PODER","PROH0020","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","EDNA MARIA MATOS ANTONIO, CLAUDEFRANKLIN MONTEIRO SANTOS","5M3456","18","25","17","REGULAR","08/08/2022","CONSOLIDADA","PRESENCIAL"
"CICLO DE DEBATES EM ODONTOLOGIA I","PRODO0056","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","PAULO HENRIQUE LUIZ DE FREITAS","2M123456","6","10","6","REGULAR","08/06/2022","CONSOLIDADA","PRESENCIAL"
"JORNALISMO CIENTÍFICO","PRODO0066","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ANDRE LUIS FARIA E SILVA","5T23456","7","10","7","REGULAR","30/05/2022","CONSOLIDADA","PRESENCIAL"
"ESTUDOS DA AUDIÊNCIA E DA RECEPÇÃO","PPGCO0036","TURMA 01","NÃO INFORMADO","2 - 15:00h-19:00 Sala de aula 202 - DID VII","2022","1","07/03/2022","18/06/2022","VITOR JOSE BRAGA MOTA GOMES, RAQUEL MARQUES CARRIÇO FERREIRA","2T3456","5","20","5","REGULAR","27/06/2022","CONSOLIDADA","PRESENCIAL"
"TEORIAS DO CAMPO DA COMUNICAÇÃO","PPGCO0026","TURMA 01","NÃO INFORMADO","3 - 15:00h-19:00 Sala de aula 202 - DID VII","2022","1","07/03/2022","18/06/2022","TATIANA GUENAGA ANEAS, GREICE SCHNEIDER","3T3456","17","20","17","REGULAR","12/09/2022","CONSOLIDADA","PRESENCIAL"
"GEOGRAFIAS DA COMUNICAÇÃO CONTEMPORANEA","PPGCO0008","TURMA 01","NÃO INFORMADO","4 - 15:00h-19:00 Sala de aula 301 - DID VII","2022","1","07/03/2022","18/06/2022","SONIA AGUIAR LOPES","4T3456","7","20","5","REGULAR","02/09/2022","CONSOLIDADA","PRESENCIAL"
"COMUNICAÇÃO E ESTUDOS CULTURAIS","PPGCO0030","TURMA 01","NÃO INFORMADO","5 - 13:00h-17:00 Sala de aula 202 - DID VII","2022","1","07/03/2022","18/06/2022","RENATA BARRETO MALTA, VALERIA MARIA SAMPAIO VILAS BOAS ARAUJO","5T1234","14","20","13","REGULAR","07/10/2022","CONSOLIDADA","PRESENCIAL"
"METODOLOGIAS DE PESQUISA EM COMUNICAÇÃO","PPGCO0027","TURMA 01","NÃO INFORMADO","6 - 15:00h-19:00 Sala de aula 301 - DID VII","2022","1","07/03/2022","18/06/2022","VITOR CURVELO FONTES BELEM","6T3456","14","20","14","REGULAR","03/10/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM GESTÃO PÚBLICA II","PADP0010","TURMA 01","NÃO INFORMADO","Local a Definir","2022","1","18/04/2022","29/07/2022","ANTONIO VINICIUS SILVA CALDAS","4T2345","8","26","5","REGULAR","27/07/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM GESTÃO PÚBLICA II","PADP0010","TURMA 02","NÃO INFORMADO","Local a Definir","2022","1","18/04/2022","29/07/2022","MICHEL DOS SANTOS SOARES","5T2345","11","26","11","REGULAR","08/08/2022","CONSOLIDADA","PRESENCIAL"
"SEMINÁRIO  DE PESQUISA","PROFH0016","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","LUCAS MIRANDA PINHEIRO, FÁBIO ALVES DOS SANTOS","3T123","17","30","17","REGULAR","29/07/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM GESTÃO PÚBLICA I","PADP0008","TURMA 01","NÃO INFORMADO","Local a Definir","2022","1","18/04/2022","29/07/2022","TAIS ALEXANDRE ANTUNES PAES, GRACYANNE FREIRE DE ARAUJO","7M2345","18","26","17","REGULAR","29/07/2022","CONSOLIDADA","PRESENCIAL"
"EPISTEMOLOGIA DA GEOGRAFIA","GEOGR0223","TURMA 01","NÃO INFORMADO","LOCAL A DEFINIR","2022","1","07/03/2022","18/06/2022","ALEXANDRINA LUZ CONCEICAO","4T123456","18","40","18","REGULAR","06/07/2022","CONSOLIDADA","PRESENCIAL"
